name,now_cost,total_points,form,minutes,goals_scored,assists,clean_sheets,xG,xA,predicted_points,team_a
emerson,4.4,61,1.0,1789,2,1,4,1.6,2.11,59.91,
fabianski,4.0,36,0.0,1070,0,0,2,0.0,0.0,3.9237786938038095,
foderingham,4.3,0,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
ings,4.9,32,0.5,270,1,3,0,2.25,0.06,35.02,
kilman,4.3,66,2.0,2538,0,1,5,1.45,0.86,61.62,
kudus,6.2,74,2.0,1995,3,2,5,5.92,2.05,73.39,
l.guilherme,4.6,7,0.0,50,0,0,0,0.03,0.12,7.57,
l.paquetá,5.7,69,1.5,1803,4,1,4,5.04,2.23,73.27,
mavropanos,4.3,37,1.5,1656,0,0,2,1.26,0.38,37.58,
n.aguerd,4.4,0,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
souček,4.9,101,6.0,2081,7,2,6,4.77,1.22,97.42,
ward-prowse,6.1,25,2.0,810,0,1,3,0.39,1.45,29.23,
zouma,4.4,0,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
irving,4.7,9,0.0,161,0,0,0,0.13,0.12,10.733333333333334,
summerville,5.5,33,0.0,776,1,1,2,1.61,1.71,41.2,
g.rodríguez,4.8,29,0.5,1016,0,0,3,0.22,0.12,13.06,
füllkrug,6.7,22,0.0,366,2,1,1,1.38,0.29,27.76,
todibo,4.2,38,1.5,1143,0,0,4,0.15,0.04,26.14,
casey,4.0,1,0.0,1,0,0,0,0.0,0.0,3.9237786938038095,
c.soler,5.0,39,1.0,1088,1,1,2,1.21,1.21,55.68,
scarles,4.0,22,1.0,401,0,0,2,0.11,0.14,16.77,
mayers,4.0,0,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
orford,4.5,2,0.0,47,0,0,0,0.03,0.04,7.978,
potter,0.5,43,2.0,0,0,0,0,0.0,0.0,3.9237786938038095,
johnstone,4.2,12,0.0,630,0,0,0,0.0,0.0,3.9237786938038095,
aït-nouri,4.8,80,2.0,2384,3,5,4,1.92,1.82,84.72,
b.traore,4.8,0,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
bellegarde,4.9,74,8.0,1278,2,6,5,1.13,2.44,79.42,
bentley,3.9,0,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
chiquinho,4.5,1,0.0,6,0,0,0,0.0,0.05,5.780833333333334,
chirewa,4.5,0,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
chiwome,4.5,0,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
cundle,4.5,0,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
cunha,6.9,143,0.0,2143,13,4,5,6.82,4.45,137.6,
dawson,4.3,17,0.0,969,0,1,1,0.5,0.07,20.51,
doherty,4.3,53,2.0,1607,2,1,4,1.09,0.91,52.36,
doyle,4.7,28,1.0,474,0,1,0,0.55,0.35,26.62,
fábio silva,5.0,0,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
fraser,4.5,0,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
gonzalez,4.4,0,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
guedes,5.3,55,1.0,756,2,4,3,2.18,0.62,59.22,
h.bueno,4.5,0,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
hee chan,6.1,34,0.5,625,2,1,0,0.79,0.35,34.14,
hodge,4.5,0,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
hoever,4.0,0,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
j.gomes,4.9,70,2.0,2249,3,1,3,2.37,2.32,69.27,
josé sá,4.4,66,2.5,1980,0,0,5,0.0,0.01,44.8585142912643,
kalajdžić,4.8,0,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
king,4.0,0,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
mario jr.,4.8,47,0.0,1363,1,3,1,1.3,0.87,49.19,
mosquera,3.8,3,0.0,441,0,0,0,0.33,0.03,5.8925,
n.semedo,4.5,59,2.0,2148,0,4,5,0.78,1.17,60.61,
pedro lima,3.9,2,0.0,69,0,0,0,0.06,0.1,4.84,
podence,5.5,2,0.0,46,0,0,0,0.04,0.01,7.425166666666666,
r.gomes,5.1,28,0.0,560,1,0,1,0.37,0.64,29.47,
s.bueno,4.3,41,1.0,1520,0,0,4,0.45,0.08,30.83,
sarabia,5.0,26,1.0,557,1,1,1,2.52,0.94,64.72,
strand larsen,5.3,100,7.0,2067,9,2,4,6.43,0.6,94.59,
toti,4.3,53,2.0,1803,0,1,5,0.07,0.52,44.72,
meupiyou,3.9,0,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
andré,5.0,44,2.0,1747,0,0,4,0.22,0.31,28.16847619047619,
forbs,5.4,8,0.0,235,0,0,0,0.15,0.1,9.353333333333332,
pond,3.9,1,0.0,1,0,0,0,0.0,0.0,3.9237786938038095,
edozie,4.5,0,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
okoduwa,4.0,0,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
agbadou,4.0,13,2.0,600,0,0,1,0.03,0.04,7.978,
pereira,0.8,53,6.0,0,0,0,0,0.0,0.0,3.9237786938038095,
djiga,4.5,2,0.5,18,0,0,0,0.0,0.0,3.9237786938038095,
munetsi,5.0,20,5.5,338,1,1,2,1.93,0.03,24.54,
mané,4.5,0,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
