name,now_cost,total_points,form,minutes,goals_scored,assists,clean_sheets,xG,xA,name
Wolves,51,28,0.0,560,1,0,1,0.37,0.64,Wolves
Wolves,43,41,1.0,1520,0,0,4,0.45,0.08,Wolves
Wolves,50,26,1.0,557,1,1,1,2.52,0.94,Wolves
Wolves,53,100,7.0,2067,9,2,4,6.43,0.60,Wolves
Wolves,43,53,2.0,1803,0,1,5,0.07,0.52,Wolves
Wolves,39,0,0.0,0,0,0,0,0.00,0.00,Wolves
Wolves,50,44,2.0,1747,0,0,4,0.22,0.31,Wolves
Wolves,54,8,0.0,235,0,0,0,0.15,0.10,Wolves
Wolves,39,1,0.0,1,0,0,0,0.00,0.00,Wolves
Wolves,45,0,0.0,0,0,0,0,0.00,0.00,Wolves
Wolves,40,0,0.0,0,0,0,0,0.00,0.00,Wolves
Wolves,40,13,2.0,600,0,0,1,0.03,0.04,Wolves
Wolves,8,53,6.0,0,0,0,0,0.00,0.00,Wolves
Wolves,45,2,0.5,18,0,0,0,0.00,0.00,Wolves
Wolves,50,20,5.5,338,1,1,2,1.93,0.03,Wolves
Wolves,45,0,0.0,0,0,0,0,0.00,0.00,Wolves
